DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/4/17,17:40,BROOKLYN,11203,40.652977,-73.93051,"(40.652977, -73.93051)",,,823       UTICA AVENUE                  ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3783672,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,17:40,,,40.728016,-73.83175,"(40.728016, -73.83175)",JEWEL AVENUE                    ,PARK DRIVE EAST,,1,0,1,0,0,0,0,0,Unspecified,,,,,3783039,PASSENGER VEHICLE,,,,
11/4/17,17:41,,,40.762947,-73.996765,"(40.762947, -73.996765)",11 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3783391,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,17:45,QUEENS,11357,40.791115,-73.81224,"(40.791115, -73.81224)",,,12-14     CLINTONVILLE STREET           ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783192,BICYCLE,PASSENGER VEHICLE,,,
11/4/17,17:50,,,40.658897,-73.99239,"(40.658897, -73.99239)",6 AVENUE                        ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3783008,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,17:50,,,40.844547,-73.88531,"(40.844547, -73.88531)",EAST 179 STREET                 ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3783557,TAXI,PASSENGER VEHICLE,,,
11/4/17,17:50,,,40.685684,-73.84675,"(40.685684, -73.84675)",WOODHAVEN BOULEVARD             ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3784342,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,17:50,,,40.66929,-73.842445,"(40.66929, -73.842445)",CROSS BAY BOULEVARD             ,NORTH CONDUIT AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,,,,3784399,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,17:52,MANHATTAN,10034,,,,seaman avenue                   ,riverside drive,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3784503,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,17:54,MANHATTAN,10024,,,,WEST 85 STREET                  ,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Driver Inexperience,Driver Inexperience,,,,3783123,PASSENGER VEHICLE,BICYCLE,,,
11/4/17,18:00,QUEENS,11367,40.71803,-73.819885,"(40.71803, -73.819885)",141 STREET                      ,79 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3783041,PASSENGER VEHICLE,,,,
11/4/17,18:00,STATEN ISLAND,10305,40.617516,-74.068665,"(40.617516, -74.068665)",BAY STREET                      ,CHESTNUT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3783878,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:00,,,40.659393,-73.87509,"(40.659393, -73.87509)",COZINE AVENUE                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783714,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:00,,,40.895794,-73.85945,"(40.895794, -73.85945)",EAST 235 STREET                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3783697,PASSENGER VEHICLE,PICK-UP TRUCK,,,
11/4/17,18:00,,,40.57699,-73.98153,"(40.57699, -73.98153)",STILLWELL AVENUE                ,,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3783838,SPORT UTILITY / STATION WAGON,,,,
11/4/17,18:05,BROOKLYN,11203,40.639553,-73.93299,"(40.639553, -73.93299)",EAST 46 STREET                  ,FOSTER AVENUE,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,3783669,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/4/17,18:10,QUEENS,11372,40.754517,-73.874756,"(40.754517, -73.874756)",,,34-11     93 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3785740,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,18:10,,,40.749897,-73.93782,"(40.749897, -73.93782)",QUEENS BOULEVARD                ,29 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3786085,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,18:15,BRONX,10453,40.856407,-73.90509,"(40.856407, -73.90509)",JEROME AVENUE                   ,CLINTON PLACE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3783002,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,18:15,MANHATTAN,10019,40.76458,-73.97784,"(40.76458, -73.97784)",,,110       WEST 57 STREET                ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3783375,TAXI,PASSENGER VEHICLE,,,
11/4/17,18:15,,,40.640854,-73.95015,"(40.640854, -73.95015)",AVENUE D                        ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3783673,PASSENGER VEHICLE,,,,
11/4/17,18:15,,,40.731018,-73.985916,"(40.731018, -73.985916)",EAST 12 STREET                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3783291,TAXI,,,,
11/4/17,18:15,,,40.6792,-73.9553,"(40.6792, -73.9553)",FRANKLIN AVENUE                 ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3783222,PASSENGER VEHICLE,,,,
11/4/17,18:17,QUEENS,11101,40.753345,-73.91477,"(40.753345, -73.91477)",,,34-000    48 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3783252,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:23,,,40.608757,-74.038086,"(40.608757, -74.038086)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3784668,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:29,MANHATTAN,10034,40.871754,-73.913345,"(40.871754, -73.913345)",BROADWAY                        ,WEST 219 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3784504,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:30,BROOKLYN,11211,40.713875,-73.956116,"(40.713875, -73.956116)",,,85        HAVEMEYER STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3784295,SPORT UTILITY / STATION WAGON,,,,
11/4/17,18:30,BROOKLYN,11238,40.68148,-73.95736,"(40.68148, -73.95736)",FULTON STREET                   ,CLAVER PLACE,,0,0,0,0,0,0,0,0,,,,,,3783221,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,18:30,BRONX,10465,40.817947,-73.819756,"(40.817947, -73.819756)",MILES AVENUE                    ,QUINCY AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3785130,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/4/17,18:30,,,40.673843,-73.84235,"(40.673843, -73.84235)",LINDEN BOULEVARD                ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3783396,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,18:36,,,40.83569,-73.86857,"(40.83569, -73.86857)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783161,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,18:50,,,40.6904,-73.92365,"(40.6904, -73.92365)",GROVE STREET                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3784725,PASSENGER VEHICLE,,,,
11/4/17,18:50,,,40.709095,-73.99622,"(40.709095, -73.99622)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3783160,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/4/17,18:50,,,40.709095,-73.99622,"(40.709095, -73.99622)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3783159,PASSENGER VEHICLE,,,,
11/4/17,18:50,QUEENS,11436,,,,116 AVENUE                      ,141 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3783773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:52,BRONX,10460,40.84233,-73.88041,"(40.84233, -73.88041)",,,997       EAST 179 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783559,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,18:58,BROOKLYN,11234,40.62607,-73.91796,"(40.62607, -73.91796)",,,2102      RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3786674,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:00,BRONX,10467,40.863163,-73.86454,"(40.863163, -73.86454)",WALLACE AVENUE                  ,MACE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783201,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:00,BROOKLYN,11210,40.63686,-73.93849,"(40.63686, -73.93849)",FARRAGUT ROAD                   ,EAST 40 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3783663,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,19:00,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3783257,PASSENGER VEHICLE,,,,
11/4/17,19:00,QUEENS,11420,40.677654,-73.82866,"(40.677654, -73.82866)",,,110-00    ROCKAWAY BOULEVARD            ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3784401,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:00,,,,,,NATIONAL STREET                 ,41 AVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3784049,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:00,,,40.78356,-73.82449,"(40.78356, -73.82449)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3783259,PASSENGER VEHICLE,PICK-UP TRUCK,,,
11/4/17,19:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3787082,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:10,STATEN ISLAND,10307,40.506756,-74.23307,"(40.506756, -74.23307)",HYLAN BOULEVARD                 ,BEDELL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3784277,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:11,,,40.624973,-74.14746,"(40.624973, -74.14746)",,,1756      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783305,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,19:15,,,,,,FLATBUSH AVENUE                 ,HANSON PLACE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3784076,PASSENGER VEHICLE,,,,
11/4/17,19:20,BROOKLYN,11213,40.670277,-73.92542,"(40.670277, -73.92542)",BUFFALO AVENUE                  ,SAINT JOHNS PLACE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3791524,PASSENGER VEHICLE,,,,
11/4/17,19:22,,,40.696156,-73.971466,"(40.696156, -73.971466)",PARK AVENUE                     ,CLERMONT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3783099,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:25,BRONX,10463,40.875008,-73.90919,"(40.875008, -73.90919)",,,5221      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3783619,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:30,QUEENS,11385,40.70466,-73.86877,"(40.70466, -73.86877)",,,78-37     80 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783833,SPORT UTILITY / STATION WAGON,BU,,,
11/4/17,19:30,,,40.66838,-73.91958,"(40.66838, -73.91958)",PITKIN AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3783417,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,19:30,,,40.84353,-73.89401,"(40.84353, -73.89401)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3783158,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3784344,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:30,QUEENS,11373,40.733536,-73.87035,"(40.733536, -73.87035)",QUEENS BOULEVARD                ,WOODHAVEN BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3784050,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:30,,,40.62171,-74.08417,"(40.62171, -74.08417)",TARGEE STREET                   ,,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,3783884,PASSENGER VEHICLE,,,,
11/4/17,19:34,,,40.764896,-73.97256,"(40.764896, -73.97256)",5 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783954,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:38,,,40.835396,-73.92031,"(40.835396, -73.92031)",GERARD AVENUE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3783276,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:40,BROOKLYN,11213,40.671474,-73.93088,"(40.671474, -73.93088)",STERLING PLACE                  ,UTICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3786858,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,19:40,,,40.755276,-73.92311,"(40.755276, -73.92311)",38 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3783251,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,19:40,,,40.800983,-73.92927,"(40.800983, -73.92927)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3783813,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,19:44,,,40.82882,-73.83833,"(40.82882, -73.83833)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3783493,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:45,,,,,,OLD AMBOY ROAD                  ,AMBOY ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783597,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:45,MANHATTAN,10032,40.84074,-73.94286,"(40.84074, -73.94286)",,,161       FORT WASHINGTON AVENUE        ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3783748,SPORT UTILITY / STATION WAGON,BICYCLE,,,
11/4/17,19:45,,,40.62728,-74.166176,"(40.62728, -74.166176)",,,2290      FOREST AVENUE                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3783134,PASSENGER VEHICLE,,,,
11/4/17,19:47,QUEENS,11358,40.759686,-73.80409,"(40.759686, -73.80409)",,,42-40     162 STREET                    ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783258,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,19:50,BRONX,10466,40.885086,-73.85194,"(40.885086, -73.85194)",PAULDING AVENUE                 ,EAST 225 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3783690,SPORT UTILITY / STATION WAGON,,,,
11/4/17,19:53,BROOKLYN,11207,40.65772,-73.895386,"(40.65772, -73.895386)",LOUISIANA AVENUE                ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783720,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,19:55,BROOKLYN,11211,40.71473,-73.94208,"(40.71473, -73.94208)",METROPOLITAN AVENUE             ,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3784296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,1:00,MANHATTAN,10012,40.725082,-73.99534,"(40.725082, -73.99534)",EAST HOUSTON STREET             ,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783332,TAXI,TAXI,,,
11/4/17,1:00,,,40.845024,-73.92632,"(40.845024, -73.92632)",,,,3,0,0,0,0,0,3,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3783147,SPORT UTILITY / STATION WAGON,DS,PASSENGER VEHICLE,,
11/4/17,1:10,,,40.759674,-73.96795,"(40.759674, -73.96795)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3782804,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,1:15,BROOKLYN,11209,40.62197,-74.0258,"(40.62197, -74.0258)",,,8515      5 AVENUE                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3782929,BICYCLE,PICK-UP TRUCK,,,
11/4/17,1:16,MANHATTAN,10025,40.802372,-73.96431,"(40.802372, -73.96431)",WEST 109 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3784221,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,1:30,MANHATTAN,10017,40.748825,-73.96984,"(40.748825, -73.96984)",1 AVENUE                        ,EAST 42 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3782805,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,1:30,,,40.727703,-73.98188,"(40.727703, -73.98188)",EAST 10 STREET                  ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3782880,TAXI,,,,
11/4/17,1:40,MANHATTAN,10011,40.74822,-74.007484,"(40.74822, -74.007484)",WEST 22 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3788193,TAXI,TAXI,,,
11/4/17,1:40,MANHATTAN,10014,40.740368,-74.00526,"(40.740368, -74.00526)",,,675       HUDSON STREET                 ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3784213,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,1:45,,,40.69435,-73.85597,"(40.69435, -73.85597)",89 STREET                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3784355,SPORT UTILITY / STATION WAGON,,,,
11/4/17,1:50,,,40.73046,-73.9515,"(40.73046, -73.9515)",GREENPOINT AVENUE               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3783135,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:00,BROOKLYN,11220,40.638878,-74.00605,"(40.638878, -74.00605)",8 AVENUE                        ,54 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3783119,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,20:00,QUEENS,11385,40.702885,-73.89195,"(40.702885, -73.89195)",OTTO ROAD                       ,64 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3783825,PASSENGER VEHICLE,TAXI,,,
11/4/17,20:00,,,40.724808,-73.77899,"(40.724808, -73.77899)",188 STREET                      ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Reaction to Other Uninvolved Vehicle,Unspecified,,,3783037,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/4/17,20:00,,,40.813374,-73.956276,"(40.813374, -73.956276)",AMSTERDAM AVENUE                ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3784171,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:00,,,40.684013,-73.863365,"(40.684013, -73.863365)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3784708,PASSENGER VEHICLE,,,,
11/4/17,20:00,,,,,,Laurel Hill Blvd                ,65 PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3786534,PASSENGER VEHICLE,,,,
11/4/17,20:00,,,40.83605,-73.85513,"(40.83605, -73.85513)",STARLING AVENUE                 ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3783834,SPORT UTILITY / STATION WAGON,TAXI,,,
11/4/17,20:00,,,40.82304,-73.88193,"(40.82304, -73.88193)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3784031,PK,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:00,,,40.66475,-73.89405,"(40.66475, -73.89405)",PENNSYLVANIA AVENUE             ,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,,,,,3783715,MOTORCYCLE,,,,
11/4/17,20:00,QUEENS,11417,40.682415,-73.83617,"(40.682415, -73.83617)",LIBERTY AVENUE                  ,105 STREET,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3784404,SPORT UTILITY / STATION WAGON,,,,
11/4/17,20:05,QUEENS,11355,40.7542,-73.813354,"(40.7542, -73.813354)",PARSONS BOULEVARD               ,46 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,,,,3783260,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:05,,,40.660595,-73.84025,"(40.660595, -73.84025)",CROSS BAY BOULEVARD             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3783545,PASSENGER VEHICLE,,,,
11/4/17,20:09,,,40.75455,-73.74317,"(40.75455, -73.74317)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3783197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,20:10,BROOKLYN,11234,40.60648,-73.9277,"(40.60648, -73.9277)",EAST 36 STREET                  ,AVENUE U,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3786681,PK,PASSENGER VEHICLE,,,
11/4/17,20:10,BROOKLYN,11216,40.678764,-73.95316,"(40.678764, -73.95316)",,,1143      ATLANTIC AVENUE               ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3783223,SPORT UTILITY / STATION WAGON,,,,
11/4/17,20:11,STATEN ISLAND,10305,40.59589,-74.085884,"(40.59589, -74.085884)",HYLAN BOULEVARD                 ,OLD TOWN ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3783594,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,20:13,,,40.859753,-73.84629,"(40.859753, -73.84629)",ASTOR AVENUE                    ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3783202,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:15,,,40.732113,-73.94448,"(40.732113, -73.94448)",GREENPOINT AVENUE               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783140,CONV,PASSENGER VEHICLE,,,
11/4/17,20:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3783410,PASSENGER VEHICLE,,,,
11/4/17,20:16,QUEENS,11106,40.754547,-73.930305,"(40.754547, -73.930305)",32 STREET                       ,37 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783249,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:20,BROOKLYN,11216,40.67657,-73.94431,"(40.67657, -73.94431)",DEAN STREET                     ,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3787679,PASSENGER VEHICLE,,,,
11/4/17,20:20,BROOKLYN,11220,40.636826,-74.011765,"(40.636826, -74.011765)",7 AVENUE                        ,60 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3783226,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/4/17,20:20,,,40.84932,-73.945145,"(40.84932, -73.945145)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3783633,PASSENGER VEHICLE,,,,
11/4/17,20:24,BROOKLYN,11203,40.652462,-73.92285,"(40.652462, -73.92285)",CHURCH AVENUE                   ,KINGS HIGHWAY,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,3785486,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/4/17,20:25,QUEENS,11370,40.75904,-73.89329,"(40.75904, -73.89329)",,,30-49     74 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3785744,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/4/17,20:25,QUEENS,11385,40.7056,-73.85822,"(40.7056, -73.85822)",WOODHAVEN BOULEVARD             ,UNION TURNPIKE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3783819,SPORT UTILITY / STATION WAGON,,,,
11/4/17,20:30,BRONX,10461,40.839928,-73.83468,"(40.839928, -73.83468)",,,2842      DUDLEY AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3786992,PASSENGER VEHICLE,,,,
11/4/17,20:30,BROOKLYN,11207,40.658264,-73.89133,"(40.658264, -73.89133)",,,1916      LINDEN BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3783716,PASSENGER VEHICLE,,,,
11/4/17,20:30,MANHATTAN,10021,40.77437,-73.963554,"(40.77437, -73.963554)",MADISON AVENUE                  ,EAST 76 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3784122,TAXI,CONV,,,
